MedianEarnings,year,state_po,district,CollegeGrad,NonCollegeGrad
46524.65,2018,WV,2,21.12,78.87
40591.66,2018,WV,3,16.21,83.79
57173.64,2018,WI,1,29.79,70.21000000000001
57049.19,2018,WI,2,42.349999999999994,57.66
48942.91,2018,WI,3,25.97,74.03
46316.36,2018,WI,4,27.61,72.38
60148.65,2018,WI,5,38.24,61.75999999999999
52992.12,2018,WI,6,26.759999999999998,73.24
48197.520000000004,2018,WI,7,23.759999999999998,76.24
53597.340000000004,2018,WI,8,27.8,72.2
51207.9,2018,WY,0,27.619999999999997,72.37
46235.7,2020,AL,1,24.97,75.02000000000001
44605.26,2020,AL,2,23.509999999999998,76.5
47084.94,2020,AL,3,23.950000000000003,76.05
43989.12,2020,AL,4,17.54,82.46000000000001
52107.3,2020,AL,5,33.45,66.55
59129.28,2020,AL,6,38.46,61.54
39420.36,2020,AL,7,21.57,78.42999999999999
60239.340000000004,2020,AK,0,30.200000000000003,69.80000000000001
46291.14,2020,AZ,1,25.18,74.81
46016.46,2020,AZ,2,35.32,64.67
40621.14,2020,AZ,3,16.58,83.43
44564.94,2020,AZ,4,20.96,79.05
63931.14,2020,AZ,5,38.25,61.76
59218.74,2020,AZ,6,43.55,56.45
39972.24,2020,AZ,7,15.84,84.16
53483.22,2020,AZ,8,31.519999999999996,68.49000000000001
52948.98,2020,AZ,9,41.370000000000005,58.63
40415.76,2020,AR,1,16.19,83.82
48274.38,2020,AR,2,29.519999999999996,70.47999999999999
46265.94,2020,AR,3,29.04,70.96000000000001
39764.340000000004,2020,AR,4,17.71,82.31
47299.14,2020,CA,1,25.810000000000002,74.19
59136.840000000004,2020,CA,2,42.67,57.330000000000005
54466.02,2020,CA,3,27.23,72.77999999999999
64694.7,2020,CA,4,35.22,64.77000000000001
59523.66,2020,CA,5,33.28,66.72
52272.36,2020,CA,6,29.63,70.38
60429.6,2020,CA,7,33.739999999999995,66.28
48562.92,2020,CA,8,17.34,82.65
52669.26,2020,CA,9,22.509999999999998,77.5
52788.96,2020,CA,10,18.04,81.95
67466.7,2020,CA,11,44.78,55.22
96951.96,2020,CA,12,60.89,39.11
71575.56,2020,CA,13,53.79,46.2
78639.12,2020,CA,14,49.519999999999996,50.480000000000004
84325.5,2020,CA,15,48.03,51.97
39116.7,2020,CA,16,13.25,86.76
102668.58,2020,CA,17,60.16,39.839999999999996
103680.36,2020,CA,18,65.78999999999999,34.21
66015.18000000001,2020,CA,19,37.14,62.86000000000001
48051.36,2020,CA,20,29.71,70.3
35738.64,2020,CA,21,10.66,89.34
50834.7,2020,CA,22,24.55,75.45000000000002
52812.9,2020,CA,23,22.11,77.89000000000001
51998.94,2020,CA,24,35.71,64.28
59773.14,2020,CA,25,28.229999999999997,71.77
54943.56,2020,CA,26,35.18,64.82000000000001
62816.04,2020,CA,27,45.86,54.14
61574.94,2020,CA,28,48.09,51.910000000000004
40832.82,2020,CA,29,22.3,77.71000000000001
61534.62,2020,CA,30,45.24,54.75
49567.14,2020,CA,31,25.91,74.1
45365.04,2020,CA,32,22.33,77.67000000000002
91038.78,2020,CA,33,66.55,33.43
40735.8,2020,CA,34,30.259999999999998,69.73
45775.8,2020,CA,35,18.25,81.75
45116.82,2020,CA,36,24.200000000000003,75.81
53096.4,2020,CA,37,40.239999999999995,59.75999999999999
51144.66,2020,CA,38,24.84,75.16
63590.94,2020,CA,39,43.05,56.959999999999994
36750.42,2020,CA,40,10.059999999999999,89.94
46182.78,2020,CA,41,17.59,82.41
59563.98,2020,CA,42,26.52,73.47
48657.42,2020,CA,43,29.729999999999997,70.27
39781.98,2020,CA,44,14.870000000000001,85.14
81810.54,2020,CA,45,56.55,43.45
44987.04,2020,CA,46,21.12,78.89
52786.44,2020,CA,47,34.15,65.85000000000001
66606.12,2020,CA,48,44.59,55.410000000000004
63762.3,2020,CA,49,47.16,52.839999999999996
53161.92,2020,CA,50,30.85,69.14
41023.08,2020,CA,51,15.72,84.28
77429.52,2020,CA,52,60.99,39.0
60321.24,2020,CA,53,40.510000000000005,59.489999999999995
65178.54,2020,CO,1,52.120000000000005,47.879999999999995
64803.06,2020,CO,2,56.900000000000006,43.09
47349.54,2020,CO,3,32.980000000000004,67.01
59531.22,2020,CO,4,37.2,62.8
52960.32,2020,CO,5,37.76,62.24
63201.6,2020,CO,6,44.03,55.97
58480.38,2020,CO,7,36.22,63.779999999999994
64273.86,2020,CT,1,38.56,61.44
63328.86,2020,CT,2,35.839999999999996,64.15
60311.16,2020,CT,3,36.07,63.93
75408.48,2020,CT,4,52.6,47.41
61436.340000000004,2020,CT,5,36.15,63.85
54386.64,2020,DE,0,33.2,66.8
45021.06,2020,FL,1,26.950000000000003,73.06
45648.54,2020,FL,2,24.64,75.37
46425.96,2020,FL,3,30.05,69.95
56294.28,2020,FL,4,41.9,58.11
40556.88,2020,FL,5,20.37,79.63
41476.68,2020,FL,6,24.79,75.2
51350.04,2020,FL,7,41.120000000000005,58.879999999999995
45401.58,2020,FL,8,30.49,69.51
40369.14,2020,FL,9,25.65,74.36
42832.44,2020,FL,10,32.57,67.43
39301.92,2020,FL,11,23.45,76.54
50652.0,2020,FL,12,28.369999999999997,71.63999999999999
48637.26,2020,FL,13,33.01,67.0
49274.82,2020,FL,14,38.47,61.519999999999996
45341.1,2020,FL,15,25.76,74.25
47393.64,2020,FL,16,33.1,66.9
39846.24,2020,FL,17,22.97,77.02999999999999
48796.02,2020,FL,18,32.31,67.68
45727.92,2020,FL,19,33.81,66.19
39832.38,2020,FL,20,20.84,79.16
46588.5,2020,FL,21,37.07,62.93000000000001
52185.42,2020,FL,22,41.6,58.400000000000006
52476.48,2020,FL,23,40.65,59.35000000000001
37415.7,2020,FL,24,20.36,79.63999999999999
40109.58,2020,FL,25,26.88,73.11
44014.32,2020,FL,26,28.509999999999998,71.49000000000001
47079.9,2020,FL,27,41.12,58.88
45261.72,2020,GA,1,26.29,73.71
39299.4,2020,GA,2,18.43,81.57
52148.88,2020,GA,3,26.04,73.96999999999998
45904.32,2020,GA,4,30.74,69.25
57622.32,2020,GA,5,47.39,52.61
78490.44,2020,GA,6,65.13,34.87
54884.340000000004,2020,GA,7,45.04,54.970000000000006
45293.22,2020,GA,8,22.69,77.3
45075.24,2020,GA,9,24.229999999999997,75.77
49977.9,2020,GA,10,29.58,70.41
59804.64,2020,GA,11,42.839999999999996,57.16
43301.16,2020,GA,12,22.15,77.85
50643.18,2020,GA,13,29.65,70.36
45307.08,2020,GA,14,18.439999999999998,81.56
59500.98,2020,HI,1,36.71,63.28
52467.66,2020,HI,2,30.32,69.68
46093.32,2020,ID,1,27.18,72.83
45719.1,2020,ID,2,30.58,69.42
52261.02,2020,IL,1,31.33,68.68
47906.46,2020,IL,2,23.27,76.72
58407.3,2020,IL,3,31.21,68.78
46837.98,2020,IL,4,27.759999999999998,72.24000000000001
76222.44,2020,IL,5,56.769999999999996,43.22
77089.32,2020,IL,6,53.16,46.83
65521.26,2020,IL,7,44.88,55.11
55039.32,2020,IL,8,34.99,65.01
64097.46,2020,IL,9,55.75,44.25
60040.26,2020,IL,10,44.21,55.78
58344.3,2020,IL,11,37.53,62.46
46895.94,2020,IL,12,23.880000000000003,76.12
51925.86,2020,IL,13,31.26,68.74
65925.72,2020,IL,14,42.620000000000005,57.370000000000005
48147.12,2020,IL,15,20.89,79.1
51986.340000000004,2020,IL,16,23.46,76.53
44455.32,2020,IL,17,20.200000000000003,79.79
53711.28,2020,IL,18,33.58,66.42
51841.44,2020,IN,1,23.18,76.82
46176.48,2020,IN,2,22.52,77.48
49434.840000000004,2020,IN,3,24.509999999999998,75.49
50600.340000000004,2020,IN,4,26.56,73.44
62858.88,2020,IN,5,47.86,52.14
49757.4,2020,IN,6,21.59,78.41
44811.9,2020,IN,7,24.97,75.02000000000001
46645.2,2020,IN,8,22.14,77.86
49349.16,2020,IN,9,27.130000000000003,72.87
51440.76,2020,IA,1,27.61,72.4
51220.26,2020,IA,2,28.36,71.65
57420.72,2020,IA,3,35.18,64.82
49376.88,2020,IA,4,25.43,74.58
46718.28,2020,KS,1,26.1,73.9
49562.1,2020,KS,2,29.43,70.57
63790.020000000004,2020,KS,3,48.54,51.45
49397.04,2020,KS,4,30.03,69.97
43036.56,2020,KY,1,17.17,82.82
48659.94,2020,KY,2,21.92,78.07
50842.26,2020,KY,3,34.41,65.59
53318.16,2020,KY,4,28.99,71.0
39325.86,2020,KY,5,13.82,86.17
50296.68,2020,KY,6,33.34,66.67
52038.0,2020,LA,1,32.22,67.78999999999999
41878.62,2020,LA,2,25.520000000000003,74.48
50446.62,2020,LA,3,23.310000000000002,76.69
41228.46,2020,LA,4,19.27,80.72999999999999
40738.32,2020,LA,5,18.200000000000003,81.81
57088.08,2020,LA,6,30.200000000000003,69.8
52642.8,2020,ME,1,40.55,59.45
45297.0,2020,ME,2,25.43,74.57
62215.020000000004,2020,MD,1,33.11,66.89
61756.38,2020,MD,2,32.93,67.07000000000001
71545.32,2020,MD,3,52.239999999999995,47.75
63837.9,2020,MD,4,35.57,64.42
73543.68000000001,2020,MD,5,34.32,65.69
65152.08,2020,MD,6,43.31,56.69
58752.54,2020,MD,7,40.1,59.910000000000004
76829.76,2020,MD,8,54.379999999999995,45.620000000000005
53694.9,2020,MA,1,30.810000000000002,69.18
64024.38,2020,MA,2,40.72,59.28999999999999
64704.78,2020,MA,3,38.39,61.620000000000005
77297.22,2020,MA,4,51.96,48.050000000000004
82070.1,2020,MA,5,60.120000000000005,39.87
75482.82,2020,MA,6,47.370000000000005,52.62
63301.14,2020,MA,7,47.14,52.86
77099.4,2020,MA,8,49.23,50.76
59684.94,2020,MA,9,37.82,62.18
40860.54,2020,MI,1,26.169999999999998,73.82
47282.76,2020,MI,2,27.490000000000002,72.50999999999999
51385.32,2020,MI,3,32.07,67.94
47291.58,2020,MI,4,23.38,76.62999999999998
44673.3,2020,MI,5,20.189999999999998,79.82
46966.5,2020,MI,6,28.520000000000003,71.49
51909.48,2020,MI,7,26.700000000000003,73.31
59470.74,2020,MI,8,42.22,57.78
52143.840000000004,2020,MI,9,31.34,68.66
53316.9,2020,MI,10,24.89,75.12
71396.64,2020,MI,11,49.099999999999994,50.9
57006.18,2020,MI,12,34.86,65.14
40044.06,2020,MI,13,15.99,84.02
47290.32,2020,MI,14,35.05,64.96
52925.04,2020,MN,1,31.11,68.89
64892.520000000004,2020,MN,2,40.71,59.29
71890.56,2020,MN,3,50.18,49.82
58000.32,2020,MN,4,44.72,55.28
59158.26,2020,MN,5,48.29,51.709999999999994
64503.18,2020,MN,6,32.47,67.53999999999999
51644.88,2020,MN,7,23.35,76.64999999999999
51823.8,2020,MN,8,24.6,75.41
45585.54,2020,MS,1,21.47,78.53999999999999
34506.36,2020,MS,2,19.009999999999998,81.0
45226.44,2020,MS,3,26.520000000000003,73.47
41615.28,2020,MS,4,22.04,77.96
48269.340000000004,2020,MO,1,33.54,66.46
69535.62,2020,MO,2,51.83,48.17
52618.86,2020,MO,3,28.34,71.65
47082.42,2020,MO,4,25.96,74.05
50059.8,2020,MO,5,29.75,70.25
51637.32,2020,MO,6,28.830000000000002,71.17
43946.28,2020,MO,7,24.880000000000003,75.14
39813.48,2020,MO,8,17.83,82.15
46560.78,2020,MT,0,33.58,66.41
51998.94,2020,NE,1,32.980000000000004,67.01
58903.74,2020,NE,2,42.18,57.809999999999995
46607.4,2020,NE,3,23.68,76.31
39279.24,2020,NV,1,17.59,82.41
52330.32,2020,NV,2,27.310000000000002,72.7
57535.38,2020,NV,3,34.63,65.36
48230.28,2020,NV,4,21.08,78.91000000000001
60747.12,2020,NH,1,38.22,61.779999999999994
59063.76,2020,NH,2,36.94,63.06
60430.86,2020,NJ,1,33.36,66.64
52171.56,2020,NJ,2,27.18,72.82000000000001
65858.94,2020,NJ,3,35.97,64.03999999999999
68532.66,2020,NJ,4,44.290000000000006,55.699999999999996
78708.42,2020,NJ,5,50.62,49.370000000000005
65148.3,2020,NJ,6,41.09,58.92
83204.1,2020,NJ,7,54.83,45.16
53958.24,2020,NJ,8,35.32,64.67999999999999
58772.7,2020,NJ,9,35.56,64.44
55295.1,2020,NJ,10,32.34,67.66
89322.66,2020,NJ,11,57.11,42.879999999999995
69272.28,2020,NJ,12,47.120000000000005,52.88
47320.56,2020,NM,1,34.46,65.53999999999999
40244.4,2020,NM,2,20.509999999999998,79.49000000000001
43453.62,2020,NM,3,27.66,72.34
74225.34,2020,NY,1,38.25,61.75
65835.0,2020,NY,2,32.64,67.34
86001.3,2020,NY,3,56.21,43.790000000000006
70074.9,2020,NY,4,43.59,56.410000000000004
52427.340000000004,2020,NY,5,25.86,74.14000000000001
58772.7,2020,NY,6,38.17,61.83
54036.36,2020,NY,7,36.83,63.17
58854.6,2020,NY,8,35.23,64.77
63341.46,2020,NY,9,40.599999999999994,59.38000000000001
95622.66,2020,NY,10,63.33,36.669999999999995
64518.3,2020,NY,11,38.07,61.940000000000005
113945.58,2020,NY,12,72.55,27.449999999999996
46066.86,2020,NY,13,32.870000000000005,67.13999999999999
50805.72,2020,NY,14,28.17,71.83
37866.78,2020,NY,15,14.57,85.42999999999999
64849.68,2020,NY,16,40.61,59.400000000000006
76575.24,2020,NY,17,49.620000000000005,50.39000000000001
65202.48,2020,NY,18,36.16,63.849999999999994
53081.28,2020,NY,19,31.2,68.79
62228.88,2020,NY,20,40.370000000000005,59.620000000000005
50810.76,2020,NY,21,24.740000000000002,75.27000000000001
50769.18,2020,NY,22,26.060000000000002,73.94
47362.14,2020,NY,23,28.01,72.0
52563.42,2020,NY,24,31.97,68.03
53878.86,2020,NY,25,40.370000000000005,59.62
51032.52,2020,NY,26,31.54,68.46
57999.06,2020,NY,27,33.14,66.86
45275.58,2020,NC,1,28.869999999999997,71.12
57542.94,2020,NC,2,38.33,61.69
45412.92,2020,NC,3,25.259999999999998,74.74
59881.5,2020,NC,4,55.870000000000005,44.120000000000005
44632.98,2020,NC,5,26.75,73.23
46895.94,2020,NC,6,25.27,74.74
44238.6,2020,NC,7,28.17,71.83
45759.42,2020,NC,8,27.619999999999997,72.38
53184.6,2020,NC,9,35.93,64.06
45572.94,2020,NC,10,26.19,73.81
44336.88,2020,NC,11,26.31,73.69
52030.44,2020,NC,12,41.46,58.550000000000004
46699.38,2020,NC,13,30.54,69.46000000000001
55269.9,2020,ND,0,30.42,69.58
55087.2,2020,OH,1,37.85,62.150000000000006
52922.52,2020,OH,2,33.09,66.91
45783.36,2020,OH,3,29.86,70.14
49184.1,2020,OH,4,20.009999999999998,80.0
52361.82,2020,OH,5,28.0,72.0
44951.76,2020,OH,6,17.85,82.16
49151.340000000004,2020,OH,7,21.08,78.91000000000001
52311.42,2020,OH,8,25.25,74.75
44730.0,2020,OH,9,23.84,76.16000000000001
48739.32,2020,OH,10,31.04,68.97
45542.7,2020,OH,11,28.009999999999998,71.98
62552.7,2020,OH,12,42.230000000000004,57.78
44456.58,2020,OH,13,23.66,76.33
56822.22,2020,OH,14,33.86,66.15
57056.58,2020,OH,15,34.72,65.28
57137.22,2020,OH,16,35.519999999999996,64.49000000000001
50953.14,2020,OK,1,32.03,67.97
41980.68,2020,OK,2,17.41,82.59
46501.56,2020,OK,3,23.69,76.32000000000001
51096.78,2020,OK,4,25.67,74.34
49100.94,2020,OK,5,31.560000000000002,68.44
61535.88,2020,OR,1,40.739999999999995,59.27
43281.0,2020,OR,2,26.950000000000003,73.03999999999999
55383.3,2020,OR,3,44.31,55.69
45527.58,2020,OR,4,28.1,71.89
51562.98,2020,OR,5,31.96,68.03999999999999
68877.9,2020,PA,1,42.58,57.419999999999995
45016.02,2020,PA,2,22.6,77.39
51841.44,2020,PA,3,40.599999999999994,59.41
69698.16,2020,PA,4,48.53,51.47
58379.58,2020,PA,5,39.19,60.81
65772.0,2020,PA,6,46.66,53.330000000000005
52031.7,2020,PA,7,30.080000000000002,69.92
47071.08,2020,PA,8,24.32,75.67999999999999
51706.62,2020,PA,9,21.31,78.7
54828.9,2020,PA,10,32.230000000000004,67.77
52775.1,2020,PA,11,28.07,71.93
46960.2,2020,PA,12,23.78,76.23
47010.6,2020,PA,13,20.6,79.39
52156.44,2020,PA,14,27.509999999999998,72.48
46139.94,2020,PA,15,20.64,79.35
48322.26,2020,PA,16,28.269999999999996,71.74
60893.28,2020,PA,17,42.519999999999996,57.489999999999995
56519.82,2020,PA,18,39.97,60.040000000000006
56882.7,2020,RI,1,34.22,65.77
59421.6,2020,RI,2,35.44,64.56
56138.04,2020,SC,1,40.879999999999995,59.11
52326.54,2020,SC,2,35.120000000000005,64.88
44362.08,2020,SC,3,23.85,76.14
50932.98,2020,SC,4,33.44,66.55
47959.38,2020,SC,5,26.32,73.67
38767.68,2020,SC,6,22.87,77.13
40317.48,2020,SC,7,22.4,77.59
48693.96,2020,SD,0,29.73,70.27999999999999
41038.2,2020,TN,1,21.9,78.11
49340.340000000004,2020,TN,2,31.189999999999998,68.81
46302.48,2020,TN,3,26.14,73.87
46585.98,2020,TN,4,23.759999999999998,76.22999999999999
52940.16,2020,TN,5,42.95,57.05
47232.36,2020,TN,6,25.0,74.97999999999999
51350.04,2020,TN,7,32.11,67.89
51712.92,2020,TN,8,30.62,69.38
40611.06,2020,TN,9,24.17,75.82
45739.26,2020,TX,1,22.08,77.92999999999999
65053.8,2020,TX,2,44.58,55.43
74302.2,2020,TX,3,54.47,45.53
51947.28,2020,TX,4,23.63,76.37
46785.06,2020,TX,5,19.82,80.2
53902.8,2020,TX,6,32.34,67.64999999999999
60532.92,2020,TX,7,50.25,49.74
59390.1,2020,TX,8,30.490000000000002,69.52
39567.78,2020,TX,9,26.470000000000002,73.53
60729.48,2020,TX,10,41.36,58.64
51614.64,2020,TX,11,23.07,76.92
57715.56,2020,TX,12,31.88,68.13
45911.88,2020,TX,13,21.27,78.74
57837.78,2020,TX,14,25.0,75.0
38577.42,2020,TX,15,21.25,78.75999999999999
39787.02,2020,TX,16,24.48,75.52
51256.8,2020,TX,17,32.26,67.74
44609.04,2020,TX,18,23.0,77.02000000000001
44767.8,2020,TX,19,23.92,76.07
43073.1,2020,TX,20,24.490000000000002,75.52000000000001
59507.28,2020,TX,21,47.370000000000005,52.63
71101.8,2020,TX,22,45.41,54.59
47580.12,2020,TX,23,23.85,76.16
64183.14,2020,TX,24,48.42,51.58
60084.36,2020,TX,25,40.589999999999996,59.410000000000004
67963.14,2020,TX,26,45.58,54.419999999999995
45121.86,2020,TX,27,20.130000000000003,79.87
39569.04,2020,TX,28,20.0,79.99
40420.8,2020,TX,29,11.629999999999999,88.37
47131.56,2020,TX,30,22.39,77.61000000000001
56037.24,2020,TX,31,36.42,63.58
58413.6,2020,TX,32,45.3,54.69
38358.18,2020,TX,33,13.11,86.88
34609.68,2020,TX,34,15.530000000000001,84.46
44985.78,2020,TX,35,25.18,74.82
55089.72,2020,TX,36,19.43,80.57
52153.92,2020,UT,1,31.77,68.23
51166.08,2020,UT,2,32.21,67.78
52977.96,2020,UT,3,41.95,58.06
53895.24,2020,UT,4,33.85,66.15
52284.96,2020,VT,0,38.660000000000004,61.339999999999996
60963.840000000004,2020,VA,1,37.760000000000005,62.23
53871.3,2020,VA,2,37.660000000000004,62.34
49507.92,2020,VA,3,26.54,73.45
51045.12,2020,VA,4,30.83,69.16999999999999
49514.22,2020,VA,5,29.009999999999998,70.97
49187.88,2020,VA,6,28.31,71.7
59121.72,2020,VA,7,40.58,59.419999999999995
84672.0,2020,VA,8,63.34,36.660000000000004
44738.82,2020,VA,9,21.93,78.08
88547.76,2020,VA,10,56.55,43.44
77080.5,2020,VA,11,57.2,42.78999999999999
76773.06,2020,WA,1,45.3,54.69
59484.6,2020,WA,2,33.43,66.58
53677.26,2020,WA,3,27.159999999999997,72.82000000000001
45968.58,2020,WA,4,22.18,77.82
50542.38,2020,WA,5,30.369999999999997,69.63
53752.86,2020,WA,6,33.04,66.95
79246.44,2020,WA,7,62.26,37.730000000000004
67258.8,2020,WA,8,36.82,63.19
65087.82,2020,WA,9,44.620000000000005,55.39000000000001
57070.44,2020,WA,10,27.900000000000002,72.1
45581.76,2020,WV,1,23.32,76.69
45124.38,2020,WV,2,22.64,77.36
41517.0,2020,WV,3,16.97,83.03
57400.56,2020,WI,1,30.520000000000003,69.47999999999999
59538.78,2020,WI,2,44.93,55.07
50145.48,2020,WI,3,26.95,73.04
47256.3,2020,WI,4,29.33,70.66999999999999
62323.38,2020,WI,5,38.21,61.79
53362.26,2020,WI,6,28.25,71.74000000000001
48561.66,2020,WI,7,24.41,75.59
52800.3,2020,WI,8,27.200000000000003,72.8
51408.0,2020,WY,0,29.13,70.88
46887.09,2022,AL,1,26.96,73.03
45544.649999999994,2022,AL,2,25.96,74.03999999999999
46643.009999999995,2022,AL,3,24.009999999999998,75.99000000000001
43968.299999999996,2022,AL,4,19.14,80.86
56789.27999999999,2022,AL,5,37.46,62.53000000000001
58513.659999999996,2022,AL,6,41.239999999999995,58.76
44460.979999999996,2022,AL,7,26.630000000000003,73.36999999999999
60547.659999999996,2022,AK,0,30.59,69.42
70516.51999999999,2022,AZ,1,52.65,47.35
47253.21,2022,AZ,2,25.619999999999997,74.38
46840.759999999995,2022,AZ,3,20.009999999999998,79.99999999999999
57055.95999999999,2022,AZ,4,38.35,61.64999999999999
68593.26,2022,AZ,5,40.43,59.56
53222.99999999999,2022,AZ,6,40.18,59.82999999999999
43355.84,2022,AZ,7,22.5,77.52000000000001
56512.42999999999,2022,AZ,8,31.46,68.54
55169.99,2022,AZ,9,23.27,76.72999999999999
42875.59,2022,AR,1,18.240000000000002,81.75000000000001
51285.049999999996,2022,AR,2,32.05,67.96
50199.119999999995,2022,AR,3,32.14,67.87
42713.99999999999,2022,AR,4,19.23,80.77
49997.979999999996,2022,CA,1,24.360000000000003,75.63
61369.16999999999,2022,CA,2,43.97,56.040000000000006
72009.25,2022,CA,3,40.94,59.06
59262.84999999999,2022,CA,4,34.93,65.07
60377.02999999999,2022,CA,5,30.0,70.00000000000001
56968.95,2022,CA,6,30.42,69.58
58519.31,2022,CA,7,34.16,65.84
58719.31999999999,2022,CA,8,29.99,70.0
54411.759999999995,2022,CA,9,23.15,76.85
96781.10999999999,2022,CA,10,55.53,44.46
112884.73999999999,2022,CA,11,65.75999999999999,34.24
75406.03,2022,CA,12,55.39,44.61
45762.74,2022,CA,13,14.670000000000002,85.33000000000001
83705.87999999999,2022,CA,14,49.97,50.029999999999994
82653.84999999999,2022,CA,15,48.900000000000006,51.1
107474.29999999999,2022,CA,16,63.08,36.91
114537.93,2022,CA,17,63.21000000000001,36.79
52816.2,2022,CA,18,24.709999999999997,75.30000000000001
75046.68999999999,2022,CA,19,48.33,51.67
59598.45999999999,2022,CA,20,28.5,71.49000000000001
43111.759999999995,2022,CA,21,17.91,82.08000000000001
37774.77,2022,CA,22,10.24,89.75999999999999
52068.13999999999,2022,CA,23,20.53,79.48
58362.24,2022,CA,24,39.74,60.260000000000005
44405.60999999999,2022,CA,25,17.56,82.44
60749.92999999999,2022,CA,26,39.7,60.309999999999995
65533.219999999994,2022,CA,27,29.630000000000003,70.39
68203.40999999999,2022,CA,28,48.67,51.339999999999996
44649.689999999995,2022,CA,29,24.83,75.17
66450.78,2022,CA,30,50.27,49.73
47785.439999999995,2022,CA,31,24.330000000000002,75.67
69830.61,2022,CA,32,51.870000000000005,48.13
48179.81,2022,CA,33,21.61,78.38
41787.399999999994,2022,CA,34,28.4,71.6
50521.17,2022,CA,35,22.33,77.67
91746.95999999999,2022,CA,36,65.77,34.22
43190.85999999999,2022,CA,37,28.71,71.30000000000001
54803.869999999995,2022,CA,38,30.53,69.47
48010.31,2022,CA,39,19.12,80.88
78341.76999999999,2022,CA,40,50.510000000000005,49.489999999999995
59889.99999999999,2022,CA,41,31.25,68.75999999999999
48480.38999999999,2022,CA,42,26.529999999999998,73.48
45529.96,2022,CA,43,22.24,77.76
48397.899999999994,2022,CA,44,24.8,75.21
58419.869999999995,2022,CA,45,39.0,61.0
45803.42,2022,CA,46,22.22,77.77000000000001
87093.62,2022,CA,47,59.83,40.17999999999999
62274.299999999996,2022,CA,48,34.230000000000004,65.77
70904.11,2022,CA,49,49.08,50.93
77167.7,2022,CA,50,59.71,40.3
68265.56,2022,CA,51,45.66,54.34
50439.81,2022,CA,52,26.15,73.86
70074.68999999999,2022,CO,1,57.1,42.89
67983.06,2022,CO,2,59.56999999999999,40.42
51395.78999999999,2022,CO,3,34.08,65.92
71309.78,2022,CO,4,48.47,51.529999999999994
57635.649999999994,2022,CO,5,42.68,57.31
63206.549999999996,2022,CO,6,45.79,54.21
69662.23999999999,2022,CO,7,48.99,51.010000000000005
59955.53999999999,2022,CO,8,29.81,70.18
65523.049999999996,2022,CT,1,39.040000000000006,60.959999999999994
66482.42,2022,CT,2,39.39,60.62
66310.65999999999,2022,CT,3,39.34,60.65
71835.23,2022,CT,4,52.83,47.19
62665.27999999999,2022,CT,5,39.3,60.69
57443.549999999996,2022,DE,0,36.519999999999996,63.489999999999995
51421.77999999999,2022,FL,1,31.38,68.61
48163.99,2022,FL,2,30.28,69.72
45626.009999999995,2022,FL,3,29.25,70.75
50561.85,2022,FL,4,26.27,73.72999999999999
60593.98999999999,2022,FL,5,47.06,52.94
45909.63999999999,2022,FL,6,26.27,73.72
55525.939999999995,2022,FL,7,34.78,65.22
52734.84,2022,FL,8,35.71,64.3
45720.92999999999,2022,FL,9,34.61,65.38
47786.56999999999,2022,FL,10,39.21,60.78999999999999
53177.799999999996,2022,FL,11,35.96,64.03999999999999
48015.95999999999,2022,FL,12,23.69,76.32
53044.45999999999,2022,FL,13,35.41,64.58
54398.2,2022,FL,14,41.74,58.25000000000001
51903.159999999996,2022,FL,15,33.89,66.09
51981.13,2022,FL,16,35.81,64.19
47074.67,2022,FL,17,33.489999999999995,66.51
43962.649999999994,2022,FL,18,19.19,80.81
51836.49,2022,FL,19,38.739999999999995,61.25999999999999
43438.329999999994,2022,FL,20,26.799999999999997,73.21
53391.369999999995,2022,FL,21,36.69,63.31
49503.03999999999,2022,FL,22,38.01,62.0
58419.869999999995,2022,FL,23,45.59,54.41
44060.96,2022,FL,24,32.89,67.11000000000001
54722.509999999995,2022,FL,25,42.370000000000005,57.63
45289.27,2022,FL,26,30.189999999999998,69.8
52752.92,2022,FL,27,43.98,56.03
47116.479999999996,2022,FL,28,30.020000000000003,69.97999999999999
47177.49999999999,2022,GA,1,28.380000000000003,71.62
42773.89,2022,GA,2,21.560000000000002,78.45
54885.229999999996,2022,GA,3,29.16,70.83
53584.6,2022,GA,4,40.93,59.08
69742.46999999999,2022,GA,5,55.129999999999995,44.88
81998.45,2022,GA,6,59.5,40.48
56077.38,2022,GA,7,40.900000000000006,59.11
46388.759999999995,2022,GA,8,23.240000000000002,76.75
51202.56,2022,GA,9,31.939999999999998,68.06
51726.88,2022,GA,10,29.689999999999998,70.31
60986.09999999999,2022,GA,11,42.81,57.18
45902.85999999999,2022,GA,12,24.46,75.53999999999999
53004.909999999996,2022,GA,13,32.19,67.81
48967.42,2022,GA,14,23.729999999999997,76.26000000000002
59067.35999999999,2022,HI,1,38.58,61.410000000000004
55964.38,2022,HI,2,32.17,67.83
50120.02,2022,ID,1,30.13,69.88
48996.799999999996,2022,ID,2,34.620000000000005,65.38
57571.24,2022,IL,1,31.86,68.14
48394.509999999995,2022,IL,2,24.21,75.79
57524.909999999996,2022,IL,3,37.99,62.02
47969.63,2022,IL,4,24.62,75.36999999999999
83644.85999999999,2022,IL,5,64.94,35.07
69424.93999999999,2022,IL,6,43.63,56.370000000000005
68057.64,2022,IL,7,48.29,51.699999999999996
60691.16999999999,2022,IL,8,40.28,59.73
67178.5,2022,IL,9,56.370000000000005,43.629999999999995
